file,split,uav_x,uav_y,uav_z,qw,qx,qy,qz,dist_m,box_x1,box_y1,box_x2,box_y2,img_w,img_h
h_1789607568903212496.jpg,train,-3.547,-1.842,10.073,-0.9994,-0.0024,0.0119,-0.0318,10.70,363.4,75.3,424.1,135.2,960,600
h_1789607569924560363.jpg,train,-3.581,-1.878,9.221,-0.9994,-0.0014,0.0101,-0.0318,9.93,349.0,48.4,415.4,114.1,960,600
h_1789607570946746910.jpg,train,-3.629,-1.927,8.421,-0.9994,-0.0005,0.0113,-0.0318,9.24,332.1,21.3,404.9,93.2,960,600
h_1789607571973067088.jpg,val,-3.630,-1.968,8.273,-0.9993,0.0011,-0.0183,-0.0319,9.12,322.0,0.0,397.5,48.8,960,600
h_1789607573001522098.jpg,train,-3.190,-1.959,8.272,-0.9995,0.0008,-0.0066,-0.0319,8.95,322.3,20.6,397.2,96.1,960,600
h_1789607574019973042.jpg,train,-2.417,-1.906,8.277,-0.9995,-0.0001,0.0076,-0.0320,8.69,324.6,94.7,399.0,168.6,960,600
h_1789607575043037646.jpg,val,-1.603,-1.832,8.274,-0.9987,-0.0018,0.0400,-0.0322,8.48,327.7,191.1,402.4,263.7,960,600
h_1789607576066159993.jpg,val,-1.274,-1.788,8.268,-0.9986,-0.0025,0.0421,-0.0310,8.41,329.3,216.3,404.1,289.3,960,600
h_1789607577088028636.jpg,train,-1.590,-1.843,8.262,-0.9729,-0.0006,0.0223,0.2303,8.47,279.1,236.6,372.3,330.3,960,600
h_1789607578111966612.jpg,train,-2.248,-1.919,8.251,-0.7710,0.0016,-0.0008,0.6369,8.62,259.6,362.2,342.3,444.8,960,600
h_1789607579133435384.jpg,train,-2.771,-2.044,8.263,-0.7185,0.0174,-0.0045,0.6953,8.81,225.5,413.2,300.6,486.8,960,600
h_1789607580155401484.jpg,train,-2.936,-2.165,8.251,-0.7552,0.0212,-0.0071,0.6552,8.88,187.0,393.9,270.3,475.1,960,600
h_1789607581217406948.jpg,train,-2.691,-2.224,8.209,-0.7642,0.0157,0.0017,0.6447,8.78,211.9,396.8,296.0,479.9,960,600
h_1789607582239548892.jpg,train,-2.230,-2.188,8.172,-0.7653,0.0064,0.0107,0.6436,8.61,261.2,399.6,344.2,482.8,960,600
h_1789607583264975976.jpg,train,-1.788,-2.100,8.104,-0.7652,-0.0012,0.0164,0.6436,8.42,304.0,398.4,386.8,482.2,960,600
h_1789607584319274062.jpg,train,-1.524,-1.995,8.099,-0.7647,0.0259,-0.0094,0.6438,8.34,276.1,393.8,362.0,477.9,960,600
h_1789607585342204258.jpg,train,-0.957,-1.825,8.091,-0.7667,0.0221,-0.0076,0.6416,8.21,324.1,386.1,409.3,470.3,960,600
h_1789607586365304828.jpg,train,-0.244,-1.648,8.089,-0.7662,-0.0226,0.0283,0.6416,8.13,446.1,380.0,529.5,464.6,960,600
h_1789607588044651342.jpg,train,-0.306,-1.673,8.099,-0.7610,-0.0062,0.0162,0.6485,8.14,420.1,383.7,502.5,466.8,960,600
h_1789607589061844024.jpg,train,-0.781,-1.799,8.106,-0.7602,0.0084,0.0058,0.6496,8.20,364.0,389.6,446.7,472.4,960,600
h_1789607590085994885.jpg,train,-1.209,-1.910,8.097,-0.7602,0.0176,-0.0007,0.6495,8.27,317.8,394.5,401.5,477.6,960,600
h_1789607591539213570.jpg,val,-1.329,-1.934,8.124,-0.8030,0.0147,0.0036,0.5957,8.31,295.1,374.4,385.9,464.8,960,600
h_1789607592560781794.jpg,train,-1.080,-1.808,8.259,-0.9566,0.0068,0.0002,0.2914,8.38,278.9,261.5,377.2,359.5,960,600
h_1789607593617175432.jpg,train,-0.718,-1.676,8.292,-0.9713,0.0115,0.0198,0.2369,8.35,301.1,287.8,396.0,382.9,960,600
h_1789607594642669891.jpg,val,-0.519,-1.372,8.275,-0.9666,0.0060,0.0361,0.2536,8.26,338.1,310.2,433.8,406.7,960,600
h_1789607595665116235.jpg,train,-0.764,-0.868,8.287,-0.9660,-0.0014,0.0258,0.2571,8.23,366.7,264.8,461.9,360.3,960,600
h_1789607596686983938.jpg,val,-1.338,-0.345,8.286,-0.9662,-0.0052,0.0082,0.2575,8.26,377.3,190.8,472.7,286.2,960,600
h_1789607597708275594.jpg,train,-1.949,0.040,8.289,-0.9660,-0.0135,-0.0142,0.2578,8.38,381.0,110.4,477.3,207.6,960,600
h_1789607598731738034.jpg,train,-2.178,0.045,8.293,-0.9640,-0.0193,-0.0644,0.2572,8.44,360.3,27.9,460.4,131.9,960,600
h_1789607599755743519.jpg,train,-1.181,-0.690,8.290,-0.9657,-0.0031,-0.0241,0.2586,8.26,348.2,175.3,444.9,272.2,960,600
h_1789607600777641934.jpg,train,0.422,-1.687,8.316,-0.9630,0.0219,0.0747,0.2581,8.36,342.5,429.5,441.0,532.3,960,600
h_1789607601801112097.jpg,train,1.033,-2.053,8.280,-0.9635,0.0216,0.0708,0.2574,8.46,338.4,477.8,438.5,583.3,960,600
h_1789607602825143012.jpg,train,0.588,-1.759,8.273,-0.9655,0.0118,0.0371,0.2574,8.34,345.4,395.5,442.7,494.8,960,600
h_1789607603852535155.jpg,train,-0.359,-1.140,8.290,-0.9663,0.0005,0.0010,0.2576,8.23,354.2,271.3,450.0,367.1,960,600
h_1789607604881367536.jpg,train,-1.178,-0.573,8.297,-0.9660,-0.0069,-0.0200,0.2576,8.26,361.6,175.2,457.8,271.7,960,600
h_1789607605901271041.jpg,train,-1.456,-0.325,8.297,-0.9661,-0.0080,-0.0182,0.2575,8.29,368.7,150.8,464.9,247.6,960,600
h_1789607606925267652.jpg,val,-1.149,-0.428,8.236,-0.9663,-0.0052,-0.0020,0.2573,8.19,374.9,192.6,471.1,289.0,960,600
h_1789607607952684549.jpg,train,-0.547,-0.766,7.660,-0.9661,0.0013,0.0204,0.2575,7.58,366.4,264.6,469.8,368.3,960,600
h_1789607608976141897.jpg,val,-0.089,-1.095,7.033,-0.9658,0.0057,0.0286,0.2575,6.98,347.7,316.2,461.2,430.6,960,600
h_1789607610036476266.jpg,train,0.032,-1.265,6.381,-0.9659,0.0073,0.0258,0.2574,6.36,322.6,329.1,448.2,455.9,960,600
h_1789607611058715513.jpg,train,-0.129,-1.243,5.740,-0.9661,0.0061,0.0169,0.2574,5.73,297.4,303.0,437.2,443.5,960,600
h_1789607612081111964.jpg,train,-0.393,-1.103,5.091,-0.9662,0.0032,0.0077,0.2575,5.08,273.7,255.0,431.4,412.9,960,600
h_1789607613112374026.jpg,train,-0.607,-0.930,4.699,-0.9663,0.0003,0.0031,0.2575,4.68,263.7,210.2,434.6,381.2,960,600
h_1789607615482828970.jpg,train,-0.509,-0.809,4.695,-0.9663,-0.0016,0.0089,0.2573,4.65,287.4,219.4,457.9,390.4,960,600
h_1789607616521967323.jpg,train,-0.325,-0.882,4.702,-0.9663,-0.0002,0.0141,0.2572,4.65,291.0,250.4,461.4,421.5,960,600
h_1789607617631702454.jpg,train,-0.175,-0.984,4.324,-0.9721,0.0005,0.0142,0.2343,4.29,269.5,264.7,452.9,449.1,960,600
h_1789607618656320070.jpg,train,-0.134,-1.056,3.231,-0.9787,0.0049,0.0223,0.2041,3.26,179.8,261.1,423.1,507.1,960,600
h_1789607619681651341.jpg,val,-0.265,-1.035,3.060,-0.9788,0.0023,0.0093,0.2048,3.09,156.3,216.6,413.6,474.9,960,600
h_1789607620699367200.jpg,train,-0.385,-0.999,3.066,-0.9786,0.0023,0.0072,0.2056,3.10,153.5,190.3,410.6,447.9,960,600
h_1789607621862168318.jpg,train,-0.343,-0.749,3.067,-0.9788,0.0204,0.0038,0.2036,3.03,174.2,177.4,436.3,437.2,960,600
h_1789607622878488092.jpg,train,-0.096,-0.166,3.053,-0.9795,0.0063,0.0077,0.2014,2.92,319.9,178.0,577.6,435.6,960,600
h_1789607623903327244.jpg,train,0.171,0.357,3.069,-0.9788,-0.0254,0.0155,0.2028,2.97,474.3,185.7,736.4,444.5,960,600
h_1789607625197340671.jpg,train,0.233,0.345,3.079,-0.9266,-0.0112,0.0117,0.3757,2.98,451.7,156.2,729.1,432.1,960,600
h_1789607626246515676.jpg,train,0.100,-0.007,3.064,-0.8001,-0.0024,0.0109,0.5998,2.93,399.1,194.8,641.7,437.4,960,600
h_1789607627280234659.jpg,train,-0.066,-0.408,3.050,-0.8039,0.0133,0.0114,0.5945,2.94,327.1,270.6,573.8,518.2,960,600
h_1789607628295184063.jpg,train,-0.188,-0.646,3.060,-0.7766,0.0192,0.0123,0.6296,3.00,301.6,326.0,537.1,562.4,960,600
h_1789607629516537795.jpg,train,-0.195,-0.576,3.061,-0.7277,0.0143,0.0111,0.6856,2.99,338.1,328.2,547.1,538.1,960,600
h_1789607630519564577.jpg,train,-0.121,-0.324,3.052,-0.7112,0.0069,0.0077,0.7029,2.94,368.1,276.5,567.0,475.9,960,600
h_1789607631533077945.jpg,train,-0.023,-0.033,3.058,-0.7130,0.0010,0.0041,0.7011,2.92,390.2,211.4,589.2,410.5,960,600
h_1789607632556867257.jpg,train,0.067,0.155,3.057,-0.7136,-0.0018,0.0034,0.7005,2.93,410.2,171.9,609.6,371.2,960,600
h_1789607634804803486.jpg,train,0.124,0.075,3.059,-0.7136,0.0035,0.0074,0.7005,2.93,419.8,195.7,618.9,394.9,960,600
h_1789607635810868654.jpg,train,0.096,-0.059,3.052,-0.7135,0.0070,0.0091,0.7006,2.92,411.9,226.0,611.5,426.0,960,600
h_1789607636887846464.jpg,train,0.053,-0.167,3.057,-0.7134,0.0092,0.0095,0.7006,2.93,401.5,249.1,600.9,449.2,960,600
h_1789607639008410383.jpg,train,0.048,-0.123,3.053,-0.8952,0.0071,0.0056,0.4456,2.92,342.4,197.6,617.2,472.7,960,600
h_1789607640233276610.jpg,train,0.074,-0.011,3.058,-0.9195,0.0029,0.0054,0.3931,2.93,361.5,180.8,638.3,457.7,960,600
h_1789607641255913397.jpg,train,0.165,0.055,3.057,-0.9173,0.0001,0.0090,0.3981,2.93,388.7,186.2,665.7,463.3,960,600
h_1789607643898801092.jpg,train,0.212,0.019,3.050,-0.9168,0.0185,0.0034,0.3989,2.93,366.5,200.0,643.3,477.6,960,600
h_1789607644903971856.jpg,train,0.318,0.139,3.053,-0.9174,0.0192,0.0024,0.3975,2.94,397.0,196.7,672.4,473.4,960,600
h_1789607645911413937.jpg,val,0.643,0.493,3.060,-0.9182,0.0094,0.0056,0.3959,3.05,503.6,189.3,778.3,465.2,960,600
h_1789607646933329785.jpg,val,1.002,0.880,3.059,-0.9177,-0.0187,0.0168,0.3964,3.24,644.5,177.9,934.6,461.2,960,600
h_1789607648693385108.jpg,val,0.978,0.888,3.056,-0.9160,-0.0055,0.0111,0.4009,3.23,624.1,172.8,905.8,452.1,960,600
h_1789607649716150752.jpg,train,0.747,0.656,3.058,-0.9159,0.0057,0.0068,0.4013,3.11,545.1,177.4,820.7,453.6,960,600
h_1789607650746963117.jpg,train,0.483,0.388,3.063,-0.9152,-0.0215,0.0195,0.4019,3.01,507.3,180.0,791.2,460.0,960,600
h_1789607651765899270.jpg,train,-0.093,-0.153,3.061,-0.9141,-0.0056,0.0130,0.4052,2.93,333.3,184.1,609.2,460.3,960,600
h_1789607652786895256.jpg,val,-0.827,-0.813,3.054,-0.9137,0.0377,-0.0067,0.4045,3.12,61.4,177.8,357.0,464.1,960,600
h_1789607653819505827.jpg,train,-1.159,-1.087,3.052,-0.9162,0.0404,-0.0089,0.3985,3.30,0.0,165.8,264.8,456.9,960,600
h_1789607654834994710.jpg,train,-0.910,-0.834,3.055,-0.9196,0.0190,0.0000,0.3924,3.15,81.3,163.5,366.8,444.8,960,600
h_1789607655859494965.jpg,train,-0.397,-0.344,3.243,-0.9181,-0.0032,0.0104,0.3961,3.14,274.0,176.5,533.0,436.1,960,600
h_1789607656885550405.jpg,train,0.046,0.063,3.416,-0.9174,-0.0166,0.0162,0.3972,3.29,407.0,184.3,654.7,431.3,960,600
h_1789607657908397217.jpg,train,0.188,0.178,3.780,-0.9173,-0.0151,0.0170,0.3976,3.66,443.8,200.3,667.5,423.0,960,600
h_1789607658930805016.jpg,val,0.018,0.021,4.513,-0.9165,-0.0068,0.0113,0.3997,4.38,412.0,216.4,596.9,401.2,960,600
h_1789607659959223029.jpg,train,-0.291,-0.298,5.246,-0.9165,0.0053,0.0077,0.4000,5.12,358.9,234.1,517.2,392.4,960,600
h_1789607660976557316.jpg,train,-0.587,-0.600,5.984,-0.9164,0.0135,0.0047,0.4000,5.90,321.4,246.2,460.6,384.9,960,600
h_1789607664375372554.jpg,train,-0.612,-0.566,7.069,-0.9172,0.0036,0.0078,0.3984,6.98,357.7,251.5,474.3,368.1,960,600
h_1789607666422345408.jpg,train,-0.126,-0.051,7.094,-0.9183,0.0275,-0.0034,0.3950,6.96,384.8,246.8,501.5,363.3,960,600
h_1789607667445676825.jpg,train,0.608,0.638,7.107,-0.9204,0.0092,0.0049,0.3909,7.03,491.6,248.6,607.2,364.4,960,600
h_1789607668471628667.jpg,val,1.434,1.412,7.102,-0.9208,-0.0067,0.0124,0.3899,7.27,605.5,250.6,723.1,367.5,960,600
h_1789607669491668314.jpg,train,1.913,1.857,7.096,-0.9171,-0.0422,0.0270,0.3955,7.49,710.3,245.9,837.2,367.3,960,600
h_1789607670516643117.jpg,train,1.709,1.654,7.077,-0.9140,-0.0186,0.0168,0.4050,7.36,652.3,243.6,772.9,362.0,960,600
h_1789607671540070037.jpg,train,1.160,1.121,7.087,-0.9135,0.0081,0.0060,0.4066,7.15,553.6,247.7,669.2,363.6,960,600
h_1789607672568607098.jpg,train,0.668,0.660,7.103,-0.9462,0.0237,-0.0020,0.3226,7.04,476.8,259.8,590.8,374.4,960,600
h_1789607674786867188.jpg,train,0.695,0.756,7.104,-0.9912,0.0109,-0.0011,0.1318,7.05,496.6,289.0,596.8,389.5,960,600
h_1789607675801969032.jpg,train,1.135,1.244,7.100,-0.9899,0.0406,0.0038,0.1355,7.17,511.1,322.3,609.9,423.1,960,600
h_1789607676826441472.jpg,val,1.720,2.301,7.099,-0.9900,-0.0292,0.0192,0.1364,7.56,696.0,353.3,804.2,457.7,960,600
h_1789607677849069521.jpg,train,2.068,2.998,7.095,-0.9889,-0.0373,0.0216,0.1419,7.89,775.8,364.3,889.0,471.3,960,600
h_1789607678873183743.jpg,train,2.038,2.971,7.112,-0.9624,-0.0198,0.0150,0.2706,7.89,755.9,269.0,874.9,384.7,960,600
h_1789607679897909896.jpg,train,1.677,2.492,7.094,-0.7181,-0.0030,-0.0012,0.6959,7.59,588.6,53.0,673.7,138.1,960,600
h_1789607680920619478.jpg,train,1.300,1.896,7.095,0.5186,-0.0160,-0.0127,-0.8548,7.33,455.6,84.3,565.2,192.6,960,600
h_1789607681943236778.jpg,train,1.059,1.489,7.267,0.5559,-0.0309,-0.0137,-0.8306,7.36,459.0,147.4,562.3,249.0,960,600
h_1789607684487358065.jpg,val,1.405,1.860,9.431,0.5163,-0.0113,-0.0046,-0.8563,9.59,463.1,132.2,545.8,214.3,960,600
h_1789607685510559314.jpg,train,1.671,2.212,9.423,0.3850,-0.0013,-0.0029,-0.9229,9.69,420.1,90.4,507.0,177.2,960,600
h_1789607686538306835.jpg,train,1.847,2.499,9.533,0.3776,0.0016,0.0026,-0.9260,9.90,408.3,66.9,494.6,153.3,960,600
h_1789607688649126238.jpg,train,1.738,2.558,10.423,0.3827,-0.0045,0.0031,-0.9239,10.74,406.5,95.6,485.1,174.0,960,600
h_1789607689752425004.jpg,train,1.583,2.387,10.478,0.3825,-0.0115,-0.0043,-0.9239,10.73,412.6,121.4,490.3,198.6,960,600
h_1789607692267098502.jpg,val,0.713,3.054,10.499,0.3775,-0.0022,-0.0361,-0.9253,10.82,391.3,136.3,467.5,212.5,960,600
h_1789607693282176302.jpg,train,-0.104,4.135,10.487,0.3736,-0.0071,-0.0111,-0.9275,11.13,286.6,121.3,363.6,198.2,960,600
h_1789607694305054917.jpg,val,-0.853,5.195,10.496,0.3771,-0.0268,0.0600,-0.9239,11.60,106.2,82.9,195.0,166.1,960,600
h_1789607695332104469.jpg,train,-0.885,5.357,10.490,0.3892,-0.0186,0.0410,-0.9200,11.67,135.7,74.7,220.8,156.1,960,600
h_1789607696354735228.jpg,train,-0.411,4.826,10.507,0.3964,-0.0083,0.0081,-0.9180,11.43,231.4,87.0,310.3,165.1,960,600
h_1789607697375633834.jpg,train,0.149,4.108,10.492,0.3974,-0.0018,-0.0196,-0.9174,11.13,317.9,103.9,394.3,180.5,960,600
h_1789607698402121042.jpg,train,0.472,3.647,10.495,0.3942,0.0002,-0.0306,-0.9185,10.98,360.0,114.4,436.0,190.7,960,600
h_1789607699852956548.jpg,val,0.332,3.748,10.503,0.3881,-0.0037,-0.0190,-0.9214,11.02,333.9,115.5,410.4,192.1,960,600
h_1789607700874391830.jpg,train,-0.014,4.176,10.509,0.5324,-0.0061,-0.0072,-0.8465,11.17,350.5,68.4,423.4,141.0,960,600
h_1789607701897708887.jpg,train,-0.316,4.678,10.496,-0.8777,0.0006,-0.0114,0.4790,11.39,563.8,22.1,640.4,99.5,960,600
h_1789607702921353948.jpg,val,-0.457,5.009,10.507,-0.9672,-0.0085,-0.0071,0.2539,11.55,683.3,91.9,759.5,168.3,960,600
h_1789607703945848309.jpg,train,-0.369,5.042,10.493,-0.9531,0.0136,-0.0070,0.3024,11.54,641.8,83.4,717.2,159.7,960,600
h_1789607705034549185.jpg,val,0.047,5.126,10.506,-0.9455,0.0116,0.0067,0.3253,11.59,656.7,103.9,732.7,179.8,960,600
h_1789607706060311037.jpg,train,0.542,5.359,10.493,-0.9448,0.0059,0.0154,0.3271,11.70,693.0,123.1,770.0,199.3,960,600
h_1789607707087969362.jpg,train,0.921,5.693,10.501,-0.9449,0.0015,0.0174,0.3269,11.89,726.7,127.9,804.3,204.4,960,600
h_1789607708107582289.jpg,val,1.055,5.988,10.505,-0.9442,-0.0199,0.0206,0.3282,12.05,774.2,113.2,855.7,191.9,960,600
h_1789607709129699629.jpg,train,0.821,5.981,10.489,-0.9433,-0.0086,0.0113,0.3317,12.01,745.8,97.3,825.1,175.3,960,600
h_1789607710157743636.jpg,train,0.410,5.790,11.169,-0.9431,0.0050,0.0023,0.3324,12.49,688.1,97.6,760.4,169.9,960,600
h_1789607711175057004.jpg,train,0.090,5.582,12.520,-0.9431,0.0127,-0.0046,0.3322,13.60,637.0,110.8,700.7,175.1,960,600
h_1789607712199267634.jpg,train,0.040,5.456,13.626,-0.9435,0.0144,-0.0045,0.3310,14.57,615.8,129.2,674.3,188.2,960,600
h_1789607713226582243.jpg,train,0.326,5.590,13.723,-0.9433,0.0628,-0.0086,0.3259,14.70,570.3,156.6,625.3,212.9,960,600
h_1789607714243363279.jpg,train,1.220,6.588,13.747,-0.9488,0.0247,0.0051,0.3149,15.19,676.0,164.4,732.5,221.5,960,600
h_1789607715267004533.jpg,train,2.120,7.736,13.758,-0.9478,-0.0462,0.0274,0.3144,15.85,845.2,152.2,911.9,214.5,960,600
h_1789607716297020610.jpg,train,2.313,8.068,13.752,-0.9407,-0.0782,0.0362,0.3281,16.05,916.9,126.2,959.0,192.4,960,600
h_1789607717315326769.jpg,train,1.531,7.217,13.750,-0.9378,-0.0381,0.0208,0.3445,15.52,785.7,123.1,850.4,184.8,960,600
h_1789607718338535514.jpg,train,0.204,5.704,13.760,-0.9354,0.0084,0.0039,0.3534,14.79,629.6,127.5,688.2,186.1,960,600
h_1789607719369056039.jpg,train,-1.029,4.257,13.765,-0.9348,0.0371,-0.0055,0.3532,14.32,515.3,131.7,573.1,189.8,960,600
h_1789607720385006006.jpg,train,-1.806,3.314,13.753,-0.9382,0.0356,-0.0055,0.3442,14.13,469.2,132.3,527.6,190.7,960,600
h_1789607722763196483.jpg,train,-2.133,2.739,13.766,-0.9427,-0.0024,0.0110,0.3334,14.07,493.0,140.4,551.8,198.9,960,600
h_1789607725080661765.jpg,train,-2.723,2.012,13.751,-0.9412,-0.0143,0.0149,0.3371,14.03,467.1,139.9,526.0,198.6,960,600
h_1789607726098938712.jpg,val,-3.415,1.256,13.757,-0.9407,-0.0058,0.0102,0.3390,14.10,412.8,136.1,471.6,194.8,960,600
h_1789607727123842263.jpg,train,-4.229,0.354,13.771,-0.9406,0.0041,0.0053,0.3394,14.27,349.0,132.4,408.0,191.1,960,600
h_1789607728151648911.jpg,train,-5.004,-0.544,13.766,-0.9405,0.0108,0.0030,0.3397,14.52,290.2,130.8,349.7,189.8,960,600
h_1789607729169145971.jpg,train,-5.646,-1.328,13.770,-0.9402,0.0115,0.0034,0.3405,14.80,246.3,132.0,306.0,191.1,960,600
h_1789607730192084870.jpg,train,-6.150,-1.983,13.769,-0.9404,0.0081,0.0056,0.3400,15.07,217.1,134.7,276.4,193.6,960,600
h_1789607731349203518.jpg,train,-6.635,-2.621,13.752,-0.9405,0.0027,0.0084,0.3396,15.35,191.9,137.4,250.7,196.0,960,600
h_1789607732374210462.jpg,val,-7.047,-3.138,13.763,-0.9403,0.0385,-0.0049,0.3381,15.63,104.8,129.7,168.7,190.7,960,600
h_1789607733496668010.jpg,train,-7.112,-3.214,13.774,-0.9430,0.0216,0.0011,0.3322,15.69,131.5,129.3,192.8,188.9,960,600
h_1789607734518592646.jpg,train,-6.899,-2.949,13.758,-0.9648,-0.0019,0.0084,0.2629,15.53,207.2,95.1,263.9,151.8,960,600
h_1789607735548485531.jpg,train,-6.703,-2.713,13.762,-0.9813,-0.0096,0.0142,0.1915,15.41,262.2,73.0,315.3,126.5,960,600
h_1789607736567353519.jpg,train,-6.409,-2.791,13.767,-0.9801,-0.0200,-0.0221,0.1964,15.30,259.1,37.0,314.3,93.7,960,600
h_1789607737588930575.jpg,val,-5.634,-3.390,13.772,-0.9797,-0.0095,-0.0010,0.2004,15.12,243.4,108.6,297.9,163.5,960,600
h_1789607738642910833.jpg,train,-4.663,-4.275,13.763,-0.9790,0.0032,0.0165,0.2031,15.00,214.4,184.6,269.0,239.1,960,600
h_1789607739666937288.jpg,train,-3.863,-5.058,13.761,-0.9789,0.0118,0.0222,0.2028,15.01,186.9,235.8,242.1,290.9,960,600
h_1789607740669637933.jpg,train,-3.307,-5.571,13.768,-0.9794,0.0140,0.0181,0.2008,15.07,171.4,260.3,227.0,315.7,960,600
h_1789607743033266521.jpg,val,-2.272,-5.941,13.762,-0.9803,0.0017,-0.0002,0.1977,15.01,185.7,281.4,240.8,336.5,960,600
h_1789607744059741977.jpg,train,-1.920,-5.938,13.753,-0.9797,0.0032,0.0336,0.1976,14.96,197.8,333.6,252.1,388.9,960,600
h_1789607745080258278.jpg,train,-1.729,-5.979,13.762,-0.9793,-0.0163,-0.0363,0.1985,14.96,208.0,258.6,262.8,313.0,960,600
h_1789607746101586957.jpg,train,-0.791,-6.522,13.766,-0.9797,-0.0086,-0.0179,0.1995,15.11,198.2,326.4,252.9,380.7,960,600
h_1789607747126913220.jpg,train,0.497,-7.294,13.773,-0.9776,0.0175,0.0616,0.2007,15.45,163.3,492.0,219.8,552.0,960,600
h_1789607748311780173.jpg,train,0.893,-7.612,14.248,-0.9702,0.0133,0.0435,0.2379,16.04,185.6,505.3,241.6,563.8,960,600
h_1789607749343669771.jpg,val,0.467,-7.436,15.392,-0.9607,0.0037,0.0073,0.2775,16.96,226.6,447.7,278.6,500.0,960,600
h_1789607750625042336.jpg,val,-0.101,-7.152,15.555,-0.9292,0.0044,-0.0076,0.3694,16.98,252.2,447.2,304.9,499.5,960,600
h_1789607751646511161.jpg,train,-0.286,-7.059,15.562,-0.8629,0.0050,-0.0123,0.5051,16.95,307.4,488.5,358.1,538.5,960,600
h_1789607752671343897.jpg,train,-0.118,-7.130,15.560,-0.9074,0.0050,-0.0066,0.4202,16.98,272.8,468.5,325.4,520.7,960,600
h_1789607753692747265.jpg,train,0.323,-7.286,15.548,-0.9697,0.0039,0.0049,0.2441,17.03,220.3,420.5,270.9,471.2,960,600
h_1789607754716183655.jpg,train,0.825,-7.437,15.570,-0.9976,0.0051,0.0155,0.0670,17.13,185.4,364.9,227.1,407.1,960,600
h_1789607755737561906.jpg,train,1.166,-7.490,15.561,-0.9938,0.0062,0.0195,-0.1090,17.16,167.2,281.3,212.7,325.9,960,600
h_1789607756760173088.jpg,train,1.237,-7.433,15.557,-0.9595,0.0041,0.0162,-0.2812,17.14,188.9,180.6,240.8,231.7,960,600
h_1789607757785253756.jpg,val,1.079,-7.308,15.579,-0.8955,-0.0016,0.0102,-0.4449,17.10,258.3,95.0,310.0,146.3,960,600
